transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
498,8/23/2022,6199.98,transfer,Skiptube,transportation,checking,Gostagayevskaya,RUB,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
499,8/27/2022,2386.1,transfer,Wikido,utilities,savings,Vittoriosa,EUR,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
500,8/23/2022,6068.61,deposit,Zoombox,utilities,credit card,Baijiang,CNY,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
501,8/5/2022,314.52,withdrawal,Layo,utilities,credit card,Minh Long,VND,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
502,8/26/2022,8.36,withdrawal,Flipopia,entertainment,savings,Schroeder,BRL,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
503,8/19/2022,9022.6,transfer,Yamia,transportation,credit card,Lakatnik,BGN,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
504,8/18/2022,9520.59,transfer,Youspan,entertainment,credit card,Pasaje,USD,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
505,8/11/2022,685.46,transfer,Rhybox,transportation,savings,Margos,PHP,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
506,8/29/2022,1681.24,withdrawal,Yodo,entertainment,checking,Chicoana,ARS,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
507,8/14/2022,7165.72,withdrawal,Realfire,utilities,savings,Pryazha,RUB,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
508,8/13/2022,3998.82,deposit,Snaptags,entertainment,credit card,Umm as Summāq,JOD,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
509,8/14/2022,3152.41,deposit,Youbridge,groceries,checking,Tigbinan,PHP,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
510,8/30/2022,6670.75,withdrawal,Dynazzy,groceries,credit card,Yelat’ma,RUB,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
511,8/16/2022,9294.54,transfer,Npath,entertainment,credit card,Baohe,CNY,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
512,8/13/2022,7275.94,deposit,Gigazoom,groceries,checking,Leńcze,PLN,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
513,8/28/2022,1603.06,transfer,Jabberbean,groceries,credit card,Itapeva,BRL,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
514,8/1/2022,3823.3,transfer,Skinder,groceries,savings,Ipojuca,BRL,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
515,8/3/2022,7040.37,transfer,Dabjam,utilities,savings,Baoquan,CNY,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
516,8/26/2022,3231.05,deposit,Gevee,groceries,credit card,Dongyuan,CNY,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
517,8/17/2022,8553.07,withdrawal,Digitube,transportation,credit card,Delvinë,ALL,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
518,8/7/2022,1161.37,withdrawal,Flipstorm,groceries,checking,København,DKK,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
519,8/17/2022,4459.15,deposit,Izio,entertainment,savings,General Emilio Aguinaldo,PHP,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
520,8/1/2022,1065.62,deposit,Skippad,groceries,checking,Kirovohrad,UAH,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
521,8/28/2022,7064.43,transfer,Viva,entertainment,savings,Kawambwa,ZMW,amet lobortis sapien sapien non mi integer ac neque duis
522,8/29/2022,7969.07,withdrawal,Yodoo,transportation,checking,Ribeirão Preto,BRL,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
523,8/14/2022,1973.13,transfer,Youspan,transportation,savings,La Tola,COP,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
524,8/29/2022,6819.5,transfer,Skyba,transportation,checking,Monte da Pedra,EUR,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
525,8/7/2022,9641.87,transfer,Yotz,groceries,checking,Kaingiwa,NGN,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
526,8/7/2022,4097.99,withdrawal,Browsedrive,utilities,checking,Shchigry,RUB,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
527,8/11/2022,1937.34,deposit,Realbuzz,entertainment,credit card,Fanyang,CNY,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
528,8/2/2022,1037.76,deposit,Thoughtbeat,transportation,savings,Qila Abdullāh,PKR,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
529,8/4/2022,2419.11,transfer,Wikido,transportation,credit card,Cajamarca,PEN,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
530,8/14/2022,2433.43,deposit,Oba,utilities,credit card,La Ceja,COP,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
531,8/24/2022,5157.88,withdrawal,Dabshots,transportation,checking,Kotli Lohārān,PKR,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
532,8/26/2022,6726.21,withdrawal,Lazz,entertainment,checking,Antalaha,MGA,pellentesque eget nunc donec quis orci eget orci vehicula condimentum
533,8/12/2022,6171.81,withdrawal,Topiclounge,transportation,checking,Asyūţ,EGP,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
534,8/1/2022,3456.86,deposit,Gevee,entertainment,credit card,San Felipe,GTQ,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
535,8/3/2022,3322.78,transfer,Flashpoint,entertainment,checking,Pulangbato,PHP,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
536,8/10/2022,4429.14,withdrawal,Kazio,groceries,savings,Tiantai,CNY,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
537,8/21/2022,705.61,deposit,Gabspot,entertainment,savings,Murom,RUB,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
538,8/21/2022,2434.5,deposit,Kanoodle,groceries,savings,Chengxi,CNY,sed tincidunt eu felis fusce posuere felis sed lacus morbi
539,8/9/2022,5217.43,withdrawal,Ooba,transportation,checking,Mikołów,PLN,integer pede justo lacinia eget tincidunt eget tempus vel pede
540,8/26/2022,9166.53,transfer,Trilia,entertainment,credit card,Puente Nacional,COP,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
541,8/8/2022,8317.08,transfer,Vitz,entertainment,credit card,Hecheng,CNY,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
542,8/1/2022,6440.43,transfer,Tanoodle,groceries,checking,Isu,NGN,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
543,8/27/2022,6437.01,withdrawal,Realbridge,groceries,credit card,Kyra,RUB,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
544,8/14/2022,6338.68,transfer,Eire,entertainment,checking,Mechrá Belqsiri,MAD,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
545,8/9/2022,6677.85,transfer,Jabbertype,groceries,savings,Kadaka,IDR,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
546,8/27/2022,5142.56,withdrawal,Yodoo,utilities,savings,Almere Haven,EUR,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
547,8/8/2022,1821.56,withdrawal,Realcube,entertainment,savings,Nantes,EUR,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
548,8/4/2022,2784.06,deposit,Abatz,utilities,savings,Smedjebacken,SEK,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
549,8/22/2022,3873.97,transfer,Eare,transportation,savings,Liulimiao,CNY,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
550,8/16/2022,7743.42,transfer,Skippad,groceries,checking,Huangqu,CNY,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
551,8/23/2022,8342.98,transfer,Ntags,utilities,checking,Maukaro,IDR,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
552,8/26/2022,2916.5,withdrawal,Jayo,transportation,checking,Longmen,CNY,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
553,8/3/2022,6078.6,withdrawal,Oodoo,utilities,checking,Bojongaren,IDR,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
554,8/30/2022,536.66,transfer,Brightdog,entertainment,savings,Sława,PLN,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
555,8/24/2022,3316.12,deposit,Trupe,utilities,savings,Badean,IDR,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
556,8/2/2022,3647.36,transfer,Voonder,transportation,savings,Krajan,IDR,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
557,8/8/2022,2435.66,transfer,Rooxo,entertainment,savings,Titao,XOF,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
558,8/29/2022,8688.48,transfer,Avaveo,groceries,credit card,Náklo,CZK,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
559,8/7/2022,7809.73,withdrawal,Einti,entertainment,credit card,Volochys’k,UAH,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
560,8/2/2022,5523.14,transfer,Rhynyx,groceries,checking,Sulechów,PLN,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
561,8/10/2022,2618.69,deposit,Midel,utilities,credit card,Abade de Neiva,EUR,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
562,8/25/2022,5559.62,withdrawal,Camimbo,groceries,checking,Taichung,TWD,aliquam convallis nunc proin at turpis a pede posuere nonummy integer
563,8/23/2022,7247.43,deposit,Mydo,groceries,credit card,Shuanglu,CNY,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
564,8/14/2022,8421.26,deposit,Ainyx,entertainment,credit card,Guanting,CNY,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
565,8/10/2022,6325.96,withdrawal,Oloo,utilities,savings,Xinji,CNY,congue eget semper rutrum nulla nunc purus phasellus in felis
566,8/8/2022,3296.5,deposit,Jabbercube,utilities,savings,Aguilares,ARS,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
567,8/3/2022,2866.64,transfer,JumpXS,utilities,savings,Ta’ Xbiex,EUR,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
568,8/30/2022,9849.89,deposit,Vitz,utilities,credit card,Kapuan,IDR,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
569,8/17/2022,4723.58,withdrawal,Quinu,transportation,checking,Saint Louis,USD,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
570,8/13/2022,5763.74,transfer,Pixoboo,transportation,credit card,Pampanito,VEF,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
571,8/11/2022,4475.69,deposit,Twiyo,entertainment,credit card,Jiazhuang,CNY,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
572,8/27/2022,5927.04,withdrawal,Riffwire,groceries,checking,Karamat,IDR,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
573,8/27/2022,8754.01,transfer,Skynoodle,transportation,checking,Bulgan,MNT,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
574,8/10/2022,5533.9,deposit,Youfeed,transportation,savings,Wolofeo,IDR,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
575,8/14/2022,4477.34,withdrawal,Eadel,utilities,savings,Sami,GMD,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
576,8/15/2022,7076.41,withdrawal,Yodo,entertainment,credit card,Roissy Charles-de-Gaulle,EUR,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
577,8/21/2022,675.55,transfer,Quaxo,groceries,savings,Vallehermoso,PHP,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
578,8/12/2022,832.55,deposit,Trilia,transportation,savings,Settat,MAD,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
579,8/2/2022,5423.88,deposit,Ntag,utilities,credit card,Luoxi,CNY,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
580,8/7/2022,3166.19,withdrawal,Demimbu,groceries,savings,Göteborg,SEK,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
581,8/10/2022,3406.34,deposit,Yotz,groceries,checking,Del Campillo,ARS,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
582,8/14/2022,5119.91,withdrawal,Zazio,transportation,savings,Pidigan,PHP,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
583,8/20/2022,3836.0,transfer,Topiczoom,groceries,credit card,São Bento do Sul,BRL,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
584,8/6/2022,6120.48,transfer,Jetwire,entertainment,credit card,Qijiazuo,CNY,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
585,8/2/2022,2464.79,deposit,Fadeo,groceries,checking,Tian’an,CNY,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
586,8/23/2022,8964.33,withdrawal,Bubbletube,transportation,checking,Krupanj,RSD,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
587,8/10/2022,3119.6,withdrawal,Eazzy,transportation,credit card,Bal Chirāgh,AFN,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
588,8/1/2022,5153.4,withdrawal,Tagcat,entertainment,checking,Shangcai Zhongxing,CNY,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
589,8/2/2022,5991.23,transfer,Zoomzone,utilities,savings,Ryūgasaki,JPY,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
590,8/14/2022,4593.12,withdrawal,Gabtune,transportation,savings,Koundara,GNF,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
591,8/10/2022,5734.52,deposit,Edgepulse,transportation,savings,Vuka,HRK,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
592,8/12/2022,4886.26,withdrawal,Aimbu,groceries,credit card,Sfax,TND,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
593,8/21/2022,5256.66,withdrawal,Eazzy,transportation,credit card,Banbalah,TND,neque sapien placerat ante nulla justo aliquam quis turpis eget elit
594,8/28/2022,2719.6,transfer,Tanoodle,groceries,savings,Gurra e Vogël,ALL,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
595,8/26/2022,8965.95,deposit,Midel,entertainment,checking,Göteborg,SEK,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
596,8/20/2022,7941.04,withdrawal,Latz,utilities,savings,L'Île-Perrot,CAD,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
597,8/22/2022,3349.41,deposit,Demizz,groceries,credit card,Four Cross Roads,BBD,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
598,8/21/2022,7464.58,withdrawal,Buzzbean,transportation,checking,Turus,IDR,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
599,8/7/2022,4648.66,transfer,Feedmix,transportation,savings,Omaha,USD,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
600,8/27/2022,275.61,transfer,Voonyx,groceries,credit card,Jiangkou,CNY,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
601,8/4/2022,3259.96,transfer,Skimia,utilities,checking,Karungdong,PHP,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
602,8/28/2022,7250.37,withdrawal,Twitterbridge,utilities,savings,Xingguo,CNY,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
603,8/5/2022,5538.24,withdrawal,Jaxworks,entertainment,credit card,Runka,NGN,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
604,8/17/2022,8806.2,deposit,Kwilith,utilities,savings,Kwatarkwashi,NGN,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
605,8/13/2022,3612.25,withdrawal,Topdrive,utilities,credit card,Sanxi,CNY,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
606,8/12/2022,4039.73,transfer,Realbridge,entertainment,credit card,Leyuan,CNY,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
607,8/24/2022,2250.36,deposit,Rhybox,entertainment,savings,Jedung,IDR,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
608,8/22/2022,4484.63,withdrawal,DabZ,utilities,credit card,Segodim,EUR,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
609,8/24/2022,4403.92,deposit,Twitterworks,utilities,checking,Ibiporã,BRL,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
610,8/30/2022,1652.44,deposit,Innojam,groceries,checking,Thị Trấn Nho Quan,VND,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
611,8/7/2022,4400.17,withdrawal,Fliptune,transportation,credit card,Businga,CDF,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
612,8/12/2022,5863.38,deposit,Feedmix,groceries,credit card,Talawakele,LKR,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
613,8/7/2022,5285.91,withdrawal,Quinu,groceries,credit card,Oakland,USD,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
614,8/9/2022,2268.73,withdrawal,Kwinu,groceries,checking,Ōami,JPY,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
615,8/21/2022,9372.1,withdrawal,Zoozzy,transportation,savings,Khirdalan,AZN,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
616,8/22/2022,5144.2,transfer,Browsetype,entertainment,checking,Witkowo,PLN,vivamus in felis eu sapien cursus vestibulum proin eu mi
617,8/6/2022,8108.49,withdrawal,Dynabox,entertainment,checking,Huanren,CNY,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
618,8/25/2022,9902.24,withdrawal,Dabvine,entertainment,checking,Mashava,ZWL,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
619,8/28/2022,1256.52,withdrawal,Wikizz,entertainment,savings,Piltown,EUR,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
620,8/22/2022,4096.47,transfer,Thoughtworks,entertainment,savings,Stockholm,SEK,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
621,8/24/2022,2268.92,deposit,Realcube,entertainment,credit card,Xiaoling,CNY,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
622,8/22/2022,7720.51,withdrawal,Twimbo,entertainment,savings,Jianghai,CNY,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi
623,8/14/2022,6413.97,transfer,Reallinks,groceries,savings,Kerva,RUB,nunc nisl duis bibendum felis sed interdum venenatis turpis enim
624,8/7/2022,8326.4,deposit,Eazzy,transportation,credit card,Västra Frölunda,SEK,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
625,8/2/2022,9574.22,withdrawal,Mynte,utilities,credit card,Cái Nhum,VND,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
626,8/11/2022,7733.17,deposit,Eadel,entertainment,credit card,Mozelos,EUR,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
627,8/5/2022,1348.46,withdrawal,Demivee,transportation,checking,Benito Juarez,MXN,vestibulum proin eu mi nulla ac enim in tempor turpis nec
628,8/17/2022,5013.63,transfer,Babblestorm,utilities,credit card,Coelho Neto,BRL,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
629,8/5/2022,6692.56,withdrawal,Roomm,transportation,checking,Chengjiang,CNY,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
630,8/5/2022,8421.28,deposit,Devcast,transportation,credit card,Kota Bharu,MYR,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
631,8/27/2022,1239.34,deposit,Skimia,groceries,checking,Figueira Castelo Rodrigo,EUR,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
632,8/17/2022,3318.05,withdrawal,Voolia,transportation,credit card,Ake-Eze,NGN,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
633,8/24/2022,3552.8,transfer,Browsedrive,utilities,credit card,Longfengba,CNY,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
634,8/22/2022,606.67,withdrawal,Babbleopia,groceries,credit card,Tanggulangin,IDR,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
635,8/8/2022,893.63,deposit,Edgetag,utilities,checking,Arshaluys,AMD,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
636,8/14/2022,5819.62,withdrawal,Wikizz,utilities,credit card,Pirapozinho,BRL,aliquam sit amet diam in magna bibendum imperdiet nullam orci
637,8/5/2022,442.42,withdrawal,Wordify,groceries,savings,Al ‘Anān,YER,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
638,8/23/2022,7303.87,transfer,Yoveo,transportation,checking,Manggekompo,IDR,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
639,8/23/2022,9249.64,transfer,Meeveo,utilities,savings,Bendungan,IDR,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
640,8/1/2022,2113.79,transfer,Skiba,transportation,checking,Matou,CNY,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
641,8/6/2022,5096.25,withdrawal,Avaveo,transportation,savings,Jincheng,CNY,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
642,8/9/2022,8862.03,withdrawal,Voonyx,utilities,checking,Извор,MKD,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
643,8/5/2022,2392.13,withdrawal,Rhyloo,entertainment,savings,Sheksna,RUB,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
644,8/3/2022,3529.76,deposit,Eadel,transportation,credit card,Junxi,CNY,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
645,8/30/2022,2364.12,withdrawal,Feedfish,entertainment,savings,Pankovka,RUB,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
646,8/25/2022,8082.03,deposit,Omba,utilities,credit card,Gannan,CNY,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
647,8/16/2022,9142.34,transfer,Mydo,utilities,credit card,Wulingyuan,CNY,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
648,8/1/2022,5869.0,deposit,Yabox,groceries,credit card,Rušanj,RSD,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
649,8/8/2022,3666.89,deposit,Livepath,groceries,checking,Puqian,CNY,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
650,8/13/2022,8727.67,deposit,Meetz,transportation,checking,Bududa,UGX,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
651,8/8/2022,6553.16,deposit,Eare,groceries,checking,Mogzon,RUB,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
652,8/9/2022,1483.38,deposit,Skyvu,utilities,savings,Cáceres,COP,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
653,8/5/2022,9144.13,transfer,Izio,groceries,checking,Kuilehe,CNY,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
654,8/15/2022,159.91,deposit,Skibox,transportation,credit card,Cambas,EUR,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
655,8/13/2022,1473.25,withdrawal,Roombo,utilities,credit card,Guadalupe,MXN,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
656,8/19/2022,2288.54,withdrawal,Yombu,transportation,checking,Loen,USD,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
657,8/5/2022,9040.25,transfer,Fanoodle,utilities,checking,Novovoronezh,RUB,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
658,8/2/2022,4502.47,deposit,Photobug,groceries,credit card,Simunul,PHP,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
659,8/30/2022,7733.7,withdrawal,Wikizz,transportation,credit card,Balagon,PHP,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
660,8/6/2022,5383.94,withdrawal,Mydeo,entertainment,checking,Le Mans,EUR,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
661,8/13/2022,3995.65,deposit,Kayveo,transportation,savings,Cariaco,VEF,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
662,8/28/2022,5277.79,withdrawal,Browseblab,utilities,savings,Huayuan,CNY,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
